UlasanNormal,UlasanStop,UlasanStem
"['sis', 'makasi', 'sudah', 'sampe', 'packet', 'nya', 'dengan', 'aman', 'barang', 'bagus', 'pokoke', 'keuren', 'hbis']","['sis', 'makasi', 'sampe', 'packet', 'nya', 'aman', 'barang', 'bagus', 'pokoke', 'keuren', 'hbis']",sis makas sudah sampe packet nya dengan aman barang bagus pokoke keuren hbis
"['fast', 'respon', 'pengiriman', 'sangat', 'cepat', 'dan', 'harga', 'juga', 'sangat', 'terjangkau', 'saya', 'sangat', 'suka', 'dengan', 'kualitasnya', 'maaf', 'baru', 'komen', 'karena', 'kemarin', 'sibuk', 'terima', 'kasih']","['fast', 'respon', 'pengiriman', 'cepat', 'harga', 'terjangkau', 'suka', 'kualitasnya', 'maaf', 'komen', 'kemarin', 'sibuk', 'terima', 'kasih']",fast respon kirim sangat cepat dan harga juga sangat jangkau saya sangat suka dengan kualitas maaf baru komen karena kemarin sibuk terima kasih
"['alhamdulillah', 'barang', 'telah', 'sampai', 'dengan', 'amam', 'dan', 'tentunya', 'sangat', 'cepatkondisi', 'barang', 'juga', 'oke', 'dan', 'bisa', 'digunakan', 'dengan', 'baiksemoga', 'awet', 'dah', 'hp', 'yang', 'ini']","['alhamdulillah', 'barang', 'amam', 'cepatkondisi', 'barang', 'oke', 'baiksemoga', 'awet', 'dah', 'hp']",alhamdulillah barang telah sampai dengan amam dan tentu sangat cepatkondisi barang juga oke dan bisa guna dengan baiksemoga awet dah hp yang ini
"['alhamdulillah', 'sudah', 'sampainya', 'cepat', 'nunggu', 'cuma', 'coba', 'dua', 'hari', 'memuaskan', 'suka', 'pokoknya', 'sungguh', 'kehadirannya', 'dijamin', 'tidak', 'mengecewakan', 'good', 'seller', 'brotherhood']","['alhamdulillah', 'sampainya', 'cepat', 'nunggu', 'coba', 'memuaskan', 'suka', 'pokoknya', 'sungguh', 'kehadirannya', 'dijamin', 'mengecewakan', 'good', 'seller', 'brotherhood']",alhamdulillah sudah sampai cepat nunggu cuma coba dua hari muas suka pokok sungguh hadir jamin tidak kecewa good seller brotherhood
"['pengennya', 'bagus', 'sama', 'dengan', 'toko', 'penjual', 'harga', 'lebih', 'murah', 'dari', 'yang', 'lain', 'packing', 'yang', 'sangat', 'baik', 'logistik', 'juga', 'normal', 'semoga', 'mudah', 'dipakai', 'baik', 'penjual', 'maupun', 'pembeli']","['pengennya', 'bagus', 'toko', 'penjual', 'harga', 'murah', 'packing', 'logistik', 'normal', 'semoga', 'mudah', 'dipakai', 'penjual', 'pembeli']",ken bagus sama dengan toko jual harga lebih murah dari yang lain packing yang sangat baik logistik juga normal moga mudah pakai baik jual maupun beli
"['telepon', 'rusak', 'di', 'stadion', 'utama', 'beberapa', 'hari', 'yang', 'lalu', 'saya', 'membeli', 'telepon', 'ini', 'dan', 'tiba', 'dengan', 'sangat', 'cepat', 'hanya', 'butuh', 'hari', 'telepon', 'telah', 'digunakan', 'dan', 'semuanya', 'nor']","['telepon', 'rusak', 'stadion', 'utama', 'membeli', 'telepon', 'cepat', 'butuh', 'telepon', 'nor']",telepon rusak di stadion utama beberapa hari yang lalu saya beli telepon ini dan tiba dengan sangat cepat hanya butuh hari telepon telah guna dan semua nor
"['sampai', 'mas', 'kurir', 'yang', 'baik', 'barangnya', 'bagusnya', 'uangnya', 'sangat', 'rekomendasi', 'untuk', 'penjual', 'saya', 'akan', 'pesannya', 'lagi']","['mas', 'kurir', 'barangnya', 'bagusnya', 'uangnya', 'rekomendasi', 'penjual', 'pesannya']",sampai mas kurir yang baik barang bagus uang sangat rekomendasi untuk jual saya akan pesan lagi
"['alhamdulillah', 'barang', 'telah', 'sampai', 'dengan', 'amam', 'dan', 'tentunya', 'sangat', 'cepatkondisi', 'barang', 'juga', 'oke', 'dan', 'bisa', 'digunakan', 'dengan', 'baiksemoga', 'awet', 'dah', 'hp', 'yang', 'ini']","['alhamdulillah', 'barang', 'amam', 'cepatkondisi', 'barang', 'oke', 'baiksemoga', 'awet', 'dah', 'hp']",alhamdulillah barang telah sampai dengan amam dan tentu sangat cepatkondisi barang juga oke dan bisa guna dengan baiksemoga awet dah hp yang ini
"['barang', 'good', 'harga', 'terjangkaupackingan', 'rapih', 'dan', 'aman', 'bgtð\x9f\x98\x8dð\x9f\x98\x8d']","['barang', 'good', 'harga', 'terjangkaupackingan', 'rapih', 'aman', 'bgtð\x9f\x98\x8dð\x9f\x98\x8d']",barang good harga terjangkaupackingan rapih dan aman bgt
"['barang', 'original', 'pengirimannya', 'standar', 'sesuai', 'estimasi', 'packing', 'rapih', 'dan', 'aman', 'terima kasih', 'seller', 'sudah', 'respon', 'dengan', 'cepat', 'alhamdulillah', 'tidak', 'ada', 'kendala', 'semoga', 'kedepan']","['barang', 'original', 'pengirimannya', 'standar', 'sesuai', 'estimasi', 'packing', 'rapih', 'aman', 'terima kasih', 'seller', 'respon', 'cepat', 'alhamdulillah', 'kendala', 'semoga', 'kedepan']",barang original kirim standar sesuai estimasi packing rapih dan aman terima kasih seller sudah respon dengan cepat alhamdulillah tidak ada kendala moga depan
"['alhamdulillah', 'akhirnya', 'paket', 'saya', 'sampe', 'dengan', 'baik', 'seneng', 'bangetttt', 'sukaaa', 'semoga', 'awet']","['alhamdulillah', 'paket', 'sampe', 'seneng', 'bangetttt', 'sukaaa', 'semoga', 'awet']",alhamdulillah akhir paket saya sampe dengan baik neng bangetttt sukaaa moga awet
"['mantap', 'pas', 'banget', 'barangnya', 'tidak', 'ada', 'cacat', 'sedikit', 'pun', 'segel', 'masih', 'aman', 'tab', 'nya', 'bagus', 'banget', 'tidak', 'nyesel', 'pokok', 'nya']","['mantap', 'pas', 'banget', 'barangnya', 'cacat', 'segel', 'aman', 'tab', 'nya', 'bagus', 'banget', 'nyesel', 'pokok', 'nya']",mantap pas banget barang tidak ada cacat sedikit pun segel masih aman tab nya bagus banget tidak nyesel pokok nya
"['barang', 'original', 'tidak', 'ada', 'kerusakan', 'apapun', 'atau', 'lecet', 'semuanya', 'bagus', 'dan', 'berfungsi', 'seller', 'ramah', 'kurir', 'amanah', 'pengiriman', 'sesuai', 'estimasi', 'packingan', 'sangat', 'rapih', 'terima kasih']","['barang', 'original', 'kerusakan', 'apapun', 'lecet', 'bagus', 'berfungsi', 'seller', 'ramah', 'kurir', 'amanah', 'pengiriman', 'sesuai', 'estimasi', 'packingan', 'rapih', 'terima kasih']",barang original tidak ada rusa apa atau lecet semua bagus dan fungsi seller ramah kurir amanah kirim sesuai estimasi packingan sangat rapih terima kasih
"['terima kasih', 'barang', 'sesuai', 'dengan', 'pesan', 'tidak', 'ada', 'masalah', 'apapun', 'bagus', 'semuanya', 'jaringan', 'lancar', 'pengiriman', 'cepat', 'packing', 'rapih']","['terima kasih', 'barang', 'sesuai', 'pesan', 'apapun', 'bagus', 'jaringan', 'lancar', 'pengiriman', 'cepat', 'packing', 'rapih']",terima kasih barang sesuai dengan pesan tidak ada masalah apa bagus semua jaring lancar kirim cepat packing rapih
"['barang', 'mulus', 'berfungsi', 'normal', 'tidak', 'ada', 'kendala', 'pengemasannya', 'sangat', 'safety', 'sekali']","['barang', 'mulus', 'berfungsi', 'normal', 'kendala', 'pengemasannya', 'safety']",barang mulus fungsi normal tidak ada kendala emas sangat safety sekali
"['tokonya', 'amanah', 'prosesnya', 'sangat', 'cepat', 'pokoknya', 'top', 'dahkurirnya', 'juga', 'sangat', 'ramahterimasih']","['tokonya', 'amanah', 'prosesnya', 'cepat', 'pokoknya', 'top', 'dahkurirnya', 'ramahterimasih']",toko amanah proses sangat cepat pokok top dahkurirnya juga sangat ramahterimasih
"['recommended', 'tokoseller', 'sangat', 'ramah']","['recommended', 'tokoseller', 'ramah']",recommended tokoseller sangat ramah
"['bagus', 'barang', 'sesuai', 'yang', 'dipesan', 'pengiriman', 'lumayan', 'cepat', 'paking', 'aman', 'respon', 'penjual', 'baik', 'sangat', 'pokoknya', 'recomended', 'disini', 'harga', 'juga', 'wort', 'it', 'lah']","['bagus', 'barang', 'sesuai', 'dipesan', 'pengiriman', 'lumayan', 'cepat', 'paking', 'aman', 'respon', 'penjual', 'pokoknya', 'recomended', 'harga', 'wort', 'it']",bagus barang sesuai yang pes kirim lumayan cepat paking aman respon jual baik sangat pokok recomended sini harga juga wort it lah
"['sellernya', 'beneran', 'gercep', 'euy', 'dikirim', 'dihari', 'yang', 'sama', 'pas', 'order', 'padahal', 'pakai', 'cod']","['sellernya', 'beneran', 'gercep', 'euy', 'dikirim', 'dihari', 'pas', 'order', 'pakai', 'cod']",sellernya beneran gercep euy kirim hari yang sama pas order padahal pakai cod
"['hasil', 'kameranya', 'kurang', 'jernih', 'buram', 'hasil', 'gambarnya', 'sudah', 'begitu', 'kartu', 'jaringan', 'wifi', 'dan', 'kartu', 'suka', 'hilang', 'kecewa']","['hasil', 'kameranya', 'jernih', 'buram', 'hasil', 'gambarnya', 'kartu', 'jaringan', 'wifi', 'kartu', 'suka', 'hilang', 'kecewa']",hasil kamera kurang jernih buram hasil gambar sudah begitu kartu jaring wifi dan kartu suka hilang kecewa
"['tidak', 'jadi', 'barang', 'abal', 'tidak', 'sesuai', 'diskripsi', 'ini', 'penjual', 'penipu', 'karena', 'dia', 'bilang', 'camera', 'dgn', 'resolusi', 'mp', 'tetapi', 'ternyata', 'camera', 'jadul', 'yang', 'resolusinya', 'rendah', 'rendah', 'sekali']","['barang', 'abal', 'sesuai', 'diskripsi', 'penjual', 'penipu', 'bilang', 'camera', 'dgn', 'resolusi', 'mp', 'camera', 'jadul', 'resolusinya', 'rendah', 'rendah']",tidak jadi barang abal tidak sesuai skripsi ini jual tipu karena dia bilang camera dgn resolusi mp tetapi nyata camera jadul yang resolusi rendah rendah sekali
"['sesuai', 'deskripsi', 'bonusnya', 'juga', 'banyak', 'pengiriman', 'sesuai', 'jadwal', 'semoga', 'awet']","['sesuai', 'deskripsi', 'bonusnya', 'pengiriman', 'sesuai', 'jadwal', 'semoga', 'awet']",sesuai deskripsi bonus juga banyak kirim sesuai jadwal moga awet
"['mantabs', 'selernya', 'ramah', 'kita', 'bertanya', 'dan', 'diberikan', 'solusi', 'terbaik', 'tertulis', 'sih', 'di', 'dalam', 'sistem', 'android', 'menu', 'pengaturan', 'nya', 'ram', 'gb', 'storage', 'android', 'semoga', 'tidak']","['mantabs', 'selernya', 'ramah', 'solusi', 'terbaik', 'tertulis', 'sih', 'sistem', 'android', 'menu', 'pengaturan', 'nya', 'ram', 'gb', 'storage', 'android', 'semoga']",mantabs selernya ramah kita tanya dan beri solusi baik tulis sih di dalam sistem android menu atur nya ram gb storage android moga tidak
"['sayang', 'gan', 'earphone', 'nya', 'engga', 'ada', 'di', 'foto', 'iklan', 'free']","['sayang', 'gan', 'earphone', 'nya', 'engga', 'foto', 'iklan', 'free']",sayang gan earphone nya engga ada di foto iklan free
"['barang', 'goodcepat', 'sampai', 'toko', 'terbaikkualitas', 'terbaikrecomended']","['barang', 'goodcepat', 'toko', 'terbaikkualitas', 'terbaikrecomended']",barang goodcepat sampai toko terbaikkualitas terbaikrecomended
"['alhamdulillah', 'barang', 'sudah', 'sampai', 'dengan', 'aman', 'tidak', 'ada', 'kendala', 'apapun', 'sesuai', 'dengan', 'pesanan', 'dan', 'ekpetasi', 'kualitas', 'terbaik', 'hp', 'bagus', 'sangat', 'recommended', 'nih', 'buat', 'ya']","['alhamdulillah', 'barang', 'aman', 'kendala', 'apapun', 'sesuai', 'pesanan', 'ekpetasi', 'kualitas', 'terbaik', 'hp', 'bagus', 'recommended', 'nih', 'ya']",alhamdulillah barang sudah sampai dengan aman tidak ada kendala apa sesuai dengan pesan dan ekpetasi kualitas baik hp bagus sangat recommended nih buat ya
"['desain', 'ponsel', 'penuh', 'akaldan', 'sangat', 'nyaman', 'di', 'gunakanini', 'berjalan', 'sangat', 'cepat', 'mengambil', 'gambar', 'dengan', 'sangat', 'baik', 'dan', 'sangat', 'baik', 'untuk', 'orang', 'tuaini', 'adalah', 'pengalaman']","['desain', 'ponsel', 'penuh', 'akaldan', 'nyaman', 'gunakanini', 'berjalan', 'cepat', 'mengambil', 'gambar', 'orang', 'tuaini', 'pengalaman']",desain ponsel penuh akaldan sangat nyaman di gunakanini jalan sangat cepat ambil gambar dengan sangat baik dan sangat baik untuk orang tuaini adalah alam
"['hp', 'nya', 'bagus', 'bekerja', 'dengan', 'baik', 'semua', 'nya', 'lengkap', 'dapet', 'case', 'bening', 'juga', 'toko', 'nya', 'amanah', 'pengiriman', 'cepat', 'terima kasih', 'ya', 'admin']","['hp', 'nya', 'bagus', 'nya', 'lengkap', 'dapet', 'case', 'bening', 'toko', 'nya', 'amanah', 'pengiriman', 'cepat', 'terima kasih', 'ya', 'admin']",hp nya bagus kerja dengan baik semua nya lengkap dapet case bening juga toko nya amanah kirim cepat terima kasih ya admin
"['pengiriman', 'cepat', 'packing', 'sangat', 'aman', 'produk', 'diterima', 'dengan', 'baik', 'layar', 'bening', 'lancar', 'pakai', 'stylus', 'pen', 'juga', 'ok', 'berselancar', 'tidak', 'ada', 'kendala', 'download', 'aplikasi', 'aman', 'dan']","['pengiriman', 'cepat', 'packing', 'aman', 'produk', 'diterima', 'layar', 'bening', 'lancar', 'pakai', 'stylus', 'pen', 'ok', 'berselancar', 'kendala', 'download', 'aplikasi', 'aman']",kirim cepat packing sangat aman produk terima dengan baik layar bening lancar pakai stylus pen juga ok selancar tidak ada kendala download aplikasi aman dan
"['patut', 'disyukuri', 'kurirnya', 'juga', 'sampai', 'di', 'depan', 'pintu', 'dan', 'pelayanannya', 'antusias', 'tetapi', 'bagus', 'kualitas', 'dan', 'kecepatannya', 'worth', 'to', 'buy', 'yang', 'terpenting', 'tablet', 'juga', 'worth', 'to']","['patut', 'disyukuri', 'kurirnya', 'pintu', 'pelayanannya', 'antusias', 'bagus', 'kualitas', 'kecepatannya', 'worth', 'to', 'buy', 'terpenting', 'tablet', 'worth', 'to']",patut syukur kurir juga sampai di depan pintu dan layan antusias tetapi bagus kualitas dan cepat worth to buy yang penting tablet juga worth to
"['barang', 'baru', 'sampai', 'dan', 'langsung', 'dibuka', 'alhamdulillah', 'barang', 'bagus', 'aman', 'tidak', 'ada', 'lecet', 'sedikitpun', 'real', 'sangat', 'sangat', 'bagus', 'memuaskan', 'ð\x9f¤\x97']","['barang', 'langsung', 'dibuka', 'alhamdulillah', 'barang', 'bagus', 'aman', 'lecet', 'sedikitpun', 'real', 'bagus', 'memuaskan', 'ð\x9f¤\x97']",barang baru sampai dan langsung buka alhamdulillah barang bagus aman tidak ada lecet sedikit real sangat sangat bagus muas 
"['tabnya', 'selamat', 'sampe', 'tujuan', 'bagus', 'packingnya', 'aman', 'chat', 'juga', 'bales', 'cepat']","['tabnya', 'selamat', 'sampe', 'tujuan', 'bagus', 'packingnya', 'aman', 'chat', 'bales', 'cepat']",tabnya selamat sampe tuju bagus packingnya aman chat juga bales cepat
"['barang', 'sudah', 'di', 'terima', 'dalam', 'kondisi', 'baik', 'dan', 'aman', 'packing', 'rapi', 'pengiriman', 'cepat', 'dan', 'realpict', 'sesuai', 'deskripsið\x9f\x91\x8dð\x9f\x91\x8dð\x9f\x91\x8d', 'terima kasih', 'sellerð\x9f\x99\x8fð\x9f\x99\x8fð\x9f\x99\x8f']","['barang', 'terima', 'kondisi', 'aman', 'packing', 'rapi', 'pengiriman', 'cepat', 'realpict', 'sesuai', 'deskripsið\x9f\x91\x8dð\x9f\x91\x8dð\x9f\x91\x8d', 'terima kasih', 'sellerð\x9f\x99\x8fð\x9f\x99\x8fð\x9f\x99\x8f']",barang sudah di terima dalam kondisi baik dan aman packing rapi kirim cepat dan realpict sesuai deskripsi terima kasih seller
"['paket', 'sudah', 'sampai', 'bagusss', 'packingnya', 'rapih', 'banget', 'pakai', 'bubble', 'wrap', 'tebal', 'mantap', 'pengiriman', 'cepat', 'barang', 'berfungsi', 'dengan', 'baik', 'dan', 'lengkap', 'di', 'kasih', 'sim', 'cards', 'nya', 'juga', 'rek']","['paket', 'bagusss', 'packingnya', 'rapih', 'banget', 'pakai', 'bubble', 'wrap', 'tebal', 'mantap', 'pengiriman', 'cepat', 'barang', 'berfungsi', 'lengkap', 'kasih', 'sim', 'cards', 'nya', 'rek']",paket sudah sampai bagusss packingnya rapih banget pakai bubble wrap tebal mantap kirim cepat barang fungsi dengan baik dan lengkap di kasih sim cards nya juga rek
"['paket', 'sudah', 'sampai', 'bagus', 'packing', 'rapih', 'banget', 'pakai', 'bubble', 'wrap', 'tebal', 'mantap', 'pengiriman', 'cepat', 'barang', 'berfungsi', 'dengan', 'baik', 'dan', 'lengkap']","['paket', 'bagus', 'packing', 'rapih', 'banget', 'pakai', 'bubble', 'wrap', 'tebal', 'mantap', 'pengiriman', 'cepat', 'barang', 'berfungsi', 'lengkap']",paket sudah sampai bagus packing rapih banget pakai bubble wrap tebal mantap kirim cepat barang fungsi dengan baik dan lengkap
"['terima kasih', 'seller', 'barang', 'sudah', 'di', 'terima', 'dengan', 'baik', 'tidak', 'lecet', 'sedikit', 'pun', 'dan', 'masih', 'segel', 'aman', 'terima kasih', 'juga', '&', 'sudah', 'mengantarkan', 'paket', 'saya', 'dengan', 'aman', 'than']","['terima kasih', 'seller', 'barang', 'terima', 'lecet', 'segel', 'aman', 'terima kasih', '&', 'mengantarkan', 'paket', 'aman', 'than']",terima kasih seller barang sudah di terima dengan baik tidak lecet sedikit pun dan masih segel aman terima kasih juga  sudah antar paket saya dengan aman than
"['alhamdulillah', 'akhirnya', 'barang', 'sampe', 'juga', 'pengiriman', 'nyaa', 'oke', 'cepet', 'parahhhh', 'isi', 'box', 'nya', 'lengkap', 'mantap', 'lahhh', 'â\x9d¤ï¸\x8f']","['alhamdulillah', 'barang', 'sampe', 'pengiriman', 'nyaa', 'oke', 'cepet', 'parahhhh', 'isi', 'box', 'nya', 'lengkap', 'mantap', 'lahhh', 'â\x9d¤ï¸\x8f']",alhamdulillah akhir barang sampe juga kirim nyaa oke cepet parahhhh isi box nya lengkap mantap lahhh 
"['sesuai', 'pesanan']","['sesuai', 'pesanan']",sesuai pesan
"['responnya', 'sangat', 'cepat', 'pengiriman', 'juga', 'cepat', 'kondisi', 'barang', 'bagus', 'terima kasih']","['responnya', 'cepat', 'pengiriman', 'cepat', 'kondisi', 'barang', 'bagus', 'terima kasih']",responnya sangat cepat kirim juga cepat kondisi barang bagus terima kasih
"['tidak', 'sesuai', 'dengan', 'di', 'deskripsi', 'nama', 'barang', 'beda', 'tetapi', 'okelah', 'sudah', 'tak', 'coba', 'bagus', 'untuk', 'kedepannya', 'tolong', 'sesuaikan', 'dengan', 'iklan', 'nya']","['sesuai', 'deskripsi', 'nama', 'barang', 'beda', 'okelah', 'coba', 'bagus', 'kedepannya', 'tolong', 'sesuaikan', 'iklan', 'nya']",tidak sesuai dengan di deskripsi nama barang beda tetapi oke sudah tak coba bagus untuk depan tolong sesuai dengan iklan nya
"['bagus', 'barang', 'sesuai', 'pesanan', 'berfungsi', 'dengan', 'baik', 'terima kasih']","['bagus', 'barang', 'sesuai', 'pesanan', 'berfungsi', 'terima kasih']",bagus barang sesuai pesan fungsi dengan baik terima kasih
"['tampilan', 'keren', 'tetapi', 'belum', 'di', 'coba', 'baru', 'di', 'buka', 'doang', 'semoga', 'awet', 'hp', 'nya', 'dan', 'tidak', 'ada', 'kendala']","['tampilan', 'keren', 'coba', 'buka', 'doang', 'semoga', 'awet', 'hp', 'nya', 'kendala']",tampil keren tetapi belum di coba baru di buka doang moga awet hp nya dan tidak ada kendala
"['terima kasih', 'sudah', 'sampe', 'dengan', 'selamat', 'next', 'order', 'lagi', 'semoga', 'awet', 'kurir', 'amanah', 'admin', 'ramah', 'sukses', 'terus', 'ya', 'pngiriman', 'cepat', 'sebelum', 'hari', 'raya', 'punya', 'hp', 'baru', 'hi']","['terima kasih', 'sampe', 'selamat', 'next', 'order', 'semoga', 'awet', 'kurir', 'amanah', 'admin', 'ramah', 'sukses', 'ya', 'pngiriman', 'cepat', 'raya', 'hp', 'hi']",terima kasih sudah sampe dengan selamat next order lagi moga awet kurir amanah admin ramah sukses terus ya pngiriman cepat belum hari raya punya hp baru hi
"['barang', 'sesuai', 'dan', 'original', 'diterima', 'dengan', 'aman', 'dan', 'baik', 'kecepatan', 'pengiriman', 'baik', 'terima kasih']","['barang', 'sesuai', 'original', 'diterima', 'aman', 'kecepatan', 'pengiriman', 'terima kasih']",barang sesuai dan original terima dengan aman dan baik cepat kirim baik terima kasih
"['tetapi', 'toko', 'ini', 'amanah', 'banget', 'ð\x9f\x91\x8dð\x9f\x91\x8dð\x9f\x91\x8d', 'pengiriman', 'juga', 'cepat', 'packing', 'aman', 'banget', 'terima kasih', 'buat', 'toko', 'dan', 'expedisi', 'nya', 'ð\x9f\x98\x98ð\x9f\x98\x98']","['toko', 'amanah', 'banget', 'ð\x9f\x91\x8dð\x9f\x91\x8dð\x9f\x91\x8d', 'pengiriman', 'cepat', 'packing', 'aman', 'banget', 'terima kasih', 'toko', 'expedisi', 'nya', 'ð\x9f\x98\x98ð\x9f\x98\x98']",tetapi toko ini amanah banget  kirim juga cepat packing aman banget terima kasih buat toko dan expedisi nya 
"['barang', 'tiba', 'dengan', 'cepat', 'dan', 'aman', 'serta', 'dikirimkan', 'dengan', 'cara', 'terbaik', 'semua', 'hadiah', 'terisi', 'dengan', 'baik', 'dan', 'label', 'bekerja', 'dengan', 'baik', 'merekomendasikan', 'membeli', 'dari', 'toko']","['barang', 'cepat', 'aman', 'dikirimkan', 'terbaik', 'hadiah', 'terisi', 'label', 'merekomendasikan', 'membeli', 'toko']",barang tiba dengan cepat dan aman serta kirim dengan cara baik semua hadiah isi dengan baik dan label kerja dengan baik rekomendasi beli dari toko
"['alhamdulillah', 'akhirnya', 'barang', 'sampe', 'juga', 'pengiriman', 'nyaa', 'oke', 'cepet', 'parahhhh', 'isi', 'box', 'nya', 'lengkap', 'mantap', 'lahhh', 'â\x9d¤ï¸\x8f']","['alhamdulillah', 'barang', 'sampe', 'pengiriman', 'nyaa', 'oke', 'cepet', 'parahhhh', 'isi', 'box', 'nya', 'lengkap', 'mantap', 'lahhh', 'â\x9d¤ï¸\x8f']",alhamdulillah akhir barang sampe juga kirim nyaa oke cepet parahhhh isi box nya lengkap mantap lahhh 
"['sesuai', 'pesanan']","['sesuai', 'pesanan']",sesuai pesan
